Quote,Author,Book Title
Dumbledore says people find it far easier to forgive others for being wrong than being right.,j.k. rowling,Harry Potter and the Half-Blood Prince
"but for my own part, if a book is well written, I always find it too short.",jane austen,
"There are no happy endings.
Endings are the saddest part, 
So just give me a happy middle
And a very happy start.",shel silverstein,Every Thing on It
Do I not destroy my enemies when I make them my friends?,abraham lincoln,
It's kind of fun to do the impossible.,walt disney,
"Investigation?"" Isabelle laughed. ""Now we're detectives? Maybe we should all have code names.""
""Good idea,"" said Jace. ""I shall be Baron Hotschaft Von Hugenstein.",cassandra clare,City of Bones
Don't be afraid of your fears. They're not there to scare you. They're there to let you know that something is worth it.,c. joybell c.,
And the rest is rust and stardust.,vladimir nabokov,Lolita
"Worry does not empty tomorrow of its sorrow, it empties today of its strength.",corrie ten boom,Clippings from My Notebook
Live to the point of tears.,albert camus,
"For me, trees have always been the most penetrating preachers. I revere them when they live in tribes and families, in forests and groves. And even more I revere them when they stand alone. They are like lonely persons. Not like hermits who have stolen away out of some weakness, but like great, solitary men, like Beethoven and Nietzsche. In their highest boughs the world rustles, their roots rest in infinity; but they do not lose themselves there, they struggle with all the force of their lives for one thing only: to fulfil themselves according to their own laws, to build up their own form, to represent themselves. Nothing is holier, nothing is more exemplary than a beautiful, strong tree. When a tree is cut down and reveals its naked death-wound to the sun, one can read its whole history in the luminous, inscribed disk of its trunk: in the rings of its years, its scars, all the struggle, all the suffering, all the sickness, all the happiness and prosperity stand truly written, the narrow years and the luxurious years, the attacks withstood, the storms endured. And every young farmboy knows that the hardest and noblest wood has the narrowest rings, that high on the mountains and in continuing danger the most indestructible, the strongest, the ideal trees grow.

 Trees are sanctuaries. Whoever knows how to speak to them, whoever knows how to listen to them, can learn the truth. They do not preach learning and precepts, they preach, undeterred by particulars, the ancient law of life.

 A tree says: A kernel is hidden in me, a spark, a thought, I am life from eternal life. The attempt and the risk that the eternal mother took with me is unique, unique the form and veins of my skin, unique the smallest play of leaves in my branches and the smallest scar on my bark. I was made to form and reveal the eternal in my smallest special detail.

 A tree says: My strength is trust. I know nothing about my fathers, I know nothing about the thousand children that every year spring out of me. I live out the secret of my seed to the very end, and I care for nothing else. I trust that God is in me. I trust that my labor is holy. Out of this trust I live.

 When we are stricken and cannot bear our lives any longer, then a tree has something to say to us: Be still! Be still! Look at me! Life is not easy, life is not difficult. Those are childish thoughts. Let God speak within you, and your thoughts will grow silent. You are anxious because your path leads away from mother and home. But every step and every day lead you back again to the mother. Home is neither here nor there. Home is within you, or home is nowhere at all.

 A longing to wander tears my heart when I hear trees rustling in the wind at evening. If one listens to them silently for a long time, this longing reveals its kernel, its meaning. It is not so much a matter of escaping from one's suffering, though it may seem to be so. It is a longing for home, for a memory of the mother, for new metaphors for life. It leads home. Every path leads homeward, every step is birth, every step is death, every grave is mother.

 So the tree rustles in the evening, when we stand uneasy before our own childish thoughts: Trees have long thoughts, long-breathing and restful, just as they have longer lives than ours. They are wiser than we are, as long as we do not listen to them. But when we have learned how to listen to trees, then the brevity and the quickness and the childlike hastiness of our thoughts achieve an incomparable joy. Whoever has learned how to listen to trees no longer wants to be a tree. He wants to be nothing except what he is. That is home. That is happiness.",herman hesse,Bäume: Betrachtungen und Gedichte
"A woman has to live her life, or live to repent not having lived it.",d.h. lawrence,Lady Chatterley's Lover
"Look again at that dot. That's here. That's home. That's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there-on a mote of dust suspended in a sunbeam.

The Earth is a very small stage in a vast cosmic arena. Think of the endless cruelties visited by the inhabitants of one corner of this pixel on the scarcely distinguishable inhabitants of some other corner, how frequent their misunderstandings, how eager they are to kill one another, how fervent their hatreds. Think of the rivers of blood spilled by all those generals and emperors so that, in glory and triumph, they could become the momentary masters of a fraction of a dot.

Our posturings, our imagined self-importance, the delusion that we have some privileged position in the Universe, are challenged by this point of pale light. Our planet is a lonely speck in the great enveloping cosmic dark. In our obscurity, in all this vastness, there is no hint that help will come from elsewhere to save us from ourselves.

The Earth is the only world known so far to harbor life. There is nowhere else, at least in the near future, to which our species could migrate. Visit, yes. Settle, not yet. Like it or not, for the moment the Earth is where we make our stand.

It has been said that astronomy is a humbling and character-building experience. There is perhaps no better demonstration of the folly of human conceits than this distant image of our tiny world. To me, it underscores our responsibility to deal more kindly with one another, and to preserve and cherish the pale blue dot, the only home we've ever known.",carl sagan,Pale Blue Dot: A Vision of the Human Future in Space
"When I was a little girl I used to read fairy tales. In fairy tales you meet Prince Charming and he's everything you ever wanted. In fairy tales the bad guy is very easy to spot. The bad guy is always wearing a black cape so you always know who he is. Then you grow up and you realize that Prince Charming is not as easy to find as you thought. You realize the bad guy is not wearing a black cape and he's not easy to spot; he's really funny, and he makes you laugh, and he has perfect hair.",taylor swift,
Three things in human life are important: the first is to be kind; the second is to be kind; and the third is to be kind.,henry james,
"The most important kind of freedom is to be what you really are. You trade in your reality for a role. You trade in your sense for an act. You give up your ability to feel, and in exchange, put on a mask. There can't be any large-scale revolution until there's a personal revolution, on an individual level. It's got to happen inside first.",jim morrison,
What are men to rocks and mountains?,jane austen,Pride and Prejudice
You never fail until you stop trying.,albert einstein,
"Do you think I'm pretty?
I think you're beautiful
Beautiful?
You are so beautiful, it hurts sometimes.",richelle mead,Vampire Academy
There is a stubbornness about me that never can bear to be frightened at the will of others. My courage always rises at every attempt to intimidate me.,jane austen,Pride and Prejudice
"Beware; for I am fearless, and therefore powerful.",mary shelley,Frankenstein
"In the darkness, two shadows, reaching through the hopeless, heavy dusk. Their hands meet, and light spills in a flood like a hundred golden urns pouring out of the sun.",madeline miller,The Song of Achilles
"There comes a time when one must take a position that is neither safe, nor politic, nor popular, but he must take it because conscience tells him it is right.",martin luther king jr.,A Testament of Hope: The Essential Writings and Speeches
"It's not the load that breaks you down, it's the way you carry it.",lou holtz,
"What's this?"" he demanded, looking from Clary to his companions, as if they might know what she was doing there.
""It's a girl,"" Jace said,recovering his composure. ""Surely you've seen girls before, Alec. Your sister Isabelle is one.",cassandra clare,City of Bones
The most wasted of all days is one without laughter.,nicolas chamfort,
"You know,"" Gabriel said, ""there was a time I thought we could be friends, Will.""

""There was a time I thought I was a ferret,"" Will said, ""but that turned out to be the opium haze. Did you know it had that effect? Because I didn't.",cassandra clare,Clockwork Angel
"He is half of my soul, as the poets say.",madeline miller,The Song of Achilles
"She'd laughed, and if he could have bottled the sound and gotten drunk on it every night, he would have. It terrified him.",leigh bardugo,Six of Crows
"Make improvements, not excuses. Seek respect, not attention.",roy t. bennett,The Light in the Heart
"There's plenty of sense in nonsense sometimes, if you wish to look for it.",cassandra clare,Clockwork Angel
"I think we dream so we don’t have to be apart for so long. If we’re in each other’s dreams, we can be together all the time.",a.a. milne,Winnie-the-Pooh
"You smell good, too,” said Patch

It’s called a shower.” I was staring straight ahead. When he didn’t answer, I turned sideways. “Soap. Shampoo. Hot water.”

Naked. I know the drill.",becca fitzpatrick,"Hush, Hush"
It's enough for me to be sure that you and I exist at this moment.,gabriel garcía márquez,One Hundred Years of Solitude
"If writers wrote as carelessly as some people talk, then adhasdh asdglaseuyt[bn[ pasdlgkhasdfasdf.",lemony snicket,Horseradish: Bitter Truths You Can't Avoid
Learn to light a candle in the darkest moments of someone’s life. Be the light that helps others see; it is what gives life its deepest significance.,roy t. bennett,The Light in the Heart
Find what you love and let it kill you.,charles bukowski,
"I was smiling yesterday,I am smiling today and I will smile tomorrow.Simply because life is too short to cry for anything.",santosh kalwar,Quote Me Everyday
"I mean, if the relationship can't survive the long term, why on earth would it be worth my time and energy for the short term?",nicholas sparks,The Last Song
The man of knowledge must be able not only to love his enemies but also to hate his friends.,friedrich nietzsche,
Books are for people who wish they were somewhere else.,mark twain,
"You'll stay with me?'
Until the very end,' said James.",j. k. rowling,Harry Potter and the Deathly Hallows
All the darkness in the world cannot extinguish the light of a single candle.,st. francis of assisi,The Little Flowers of St. Francis of Assisi
Walk as if you are kissing the Earth with your feet.,thich nhat hanh,Peace Is Every Step: The Path of Mindfulness in Everyday Life
"Some say the world will end in fire,
Some say in ice.
From what I've tasted of desire,
I hold with those who favor fire. 
But if it had to perish twice
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.",robert frost,
"I care for myself. The more solitary, the more friendless, the more unsustained I am, the more I will respect myself.",charlotte brontë,Jane Eyre
"My life amounts to no more than one drop in a limitless ocean. Yet what is any ocean, but a multitude of drops?",david mitchell,Cloud Atlas
There is no real ending. It’s just the place where you stop the story.,frank herbert,
"Everything tells me that I am about to make a wrong decision, but making mistakes is just part of life. What does the world want of me? Does it want me to take no risks, to go back to where I came from because I didn't have the courage to say ""yes"" to life?",paulo coelho,Eleven Minutes
I love you. Remember. They cannot take it,lauren oliver,Delirium
I read a book one day and my whole life was changed.,orhan pamuk,The New Life
"If I can stop one heart from breaking, I shall not live in vain.",emily dickinson,
"Success is liking yourself, liking what you do, and liking how you do it.",maya angelou,
I lived in books more than I lived anywhere else.,neil gaiman,The Ocean at the End of the Lane
"She wasn't bitter. She was sad, though. But it was a hopeful kind of sad. The kind of sad that just takes time. ",stephen chbosky,The Perks of Being a Wallflower
"That’s part of what I like about the book in some ways. It portrays death truthfully. You die in the middle of your life, in the middle of a sentence",john green,The Fault in Our Stars
"The paradox of our time in history is that we have taller buildings but shorter tempers, wider Freeways, but narrower viewpoints. We spend more, but have less, we buy more, but enjoy less. We have bigger houses and smaller families, more conveniences, but less time. We have more degrees but less sense, more knowledge, but less judgment, more experts, yet more problems, more medicine, but less wellness.

We drink too much, smoke too much, spend too recklessly, laugh too little, drive too fast, get too angry, stay up too late, get up too tired, read too little, watch TV too much, and pray too seldom. We have multiplied our possessions, but reduced our values. We talk too much, love too seldom, and hate too often.

We've learned how to make a living, but not a life. We've added years to life not life to years. We've been all the way to the moon and back, but have trouble crossing the street to meet a new neighbor. We conquered outer space but not inner space. We've done larger things, but not better things.

We've cleaned up the air, but polluted the soul. We've conquered the atom, but not our prejudice. We write more, but learn less. We plan more, but accomplish less. We've learned to rush, but not to wait. We build more computers to hold more information, to produce more copies than ever, but we communicate less and less.

These are the times of fast foods and slow digestion, big men and small character, steep profits and shallow relationships.

These are the days of two incomes but more divorce, fancier houses, but broken homes. These are days of quick trips, disposable diapers, throwaway morality, one night stands, overweight bodies, and pills that do everything from cheer, to quiet, to kill. It is a time when there is much in the showroom window and nothing in the stockroom. A time when technology can bring this letter to you, and a time when you can choose either to share this insight, or to just hit delete...

Remember, to spend some time with your loved ones, because they are not going to be around forever. Remember, say a kind word to someone who looks up to you in awe, because that little person soon will grow up and leave your side.

Remember, to give a warm hug to the one next to you, because that is the only treasure you can give with your heart and it doesn't cost a cent.

Remember, to say, ""I love you"" to your partner and your loved ones, but most of all mean it. A kiss and an embrace will mend hurt when it comes from deep inside of you.

Remember to hold hands and cherish the moment for someday that person might not be there again. Give time to love, give time to speak! And give time to share the precious thoughts in your mind.",bob moorehead,Words Aptly Spoken
"I am not sure that I exist, actually. I am all the writers that I have read, all the people that I have met, all the women that I have loved; all the cities I have visited.",jorge luis borges,
Love is an irresistible desire to be irresistibly desired.,robert frost,
"How did you die?""
""We er....drowned in a bathtub.""
""All three of you?""
""It was a big bathtub.",rick riordan,The Lightning Thief
I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!,dr. seuss,
Reading one book is like eating one potato chip.,diane duane,So You Want to Be a Wizard
Start each day with a positive thought and a grateful heart.,roy t. bennett,The Light in the Heart
"If you want to forget something or someone, never hate it, or never hate him/her. Everything and everyone that you hate is engraved upon your heart; if you want to let go of something, if you want to forget, you cannot hate.",c. joybell c.,
"Hope
Smiles from the threshold of the year to come, 
Whispering 'it will be happier'...",alfred lord tennyson,
Right now I’m having amnesia and déjà vu at the same time. I think I’ve forgotten this before.,steven wright,
"I fell in love with her courage, her sincerity, and her flaming self respect. And it's these things I'd believe in, even if the whole world indulged in wild suspicions that she wasn't all she should be. I love her and it is the beginning of everything.",f. scott fitzgerald,
Writing is a socially acceptable form of schizophrenia.,e.l. doctorow,
"Remember that wherever your heart is, there you will find your treasure.",paulo coelho,The Alchemist
"Start writing, no matter what. The water does not flow until the faucet is turned on.",louis l'amour,
"To see a World in a Grain of Sand 
And a Heaven in a Wild Flower, 
Hold Infinity in the palm of your hand 
And Eternity in an hour.",william blake,Auguries of Innocence
Don't Panic.,douglas adams,The Hitchhiker's Guide to the Galaxy
A classic is a book that has never finished saying what it has to say.,italo calvino,The Uses of Literature
"No thief, however skillful, can rob one of knowledge, and that is why knowledge is the best and safest treasure to acquire.",l. frank baum,The Lost Princess of Oz
And that's the thing about people who mean everything they say. They think everyone else does too.,khaled hosseini,The Kite Runner
"What would men be without women? Scarce, sir...mighty scarce.",mark twain,
"Of all forms of caution, caution in love is perhaps the most fatal to true happiness.",bertrand russell,The Conquest of Happiness
"Name one hero who was happy.""
I considered. Heracles went mad and killed his family; Theseus lost his bride and father; Jason's children and new wife were murdered by his old; Bellerophon killed the Chimera but was crippled by the fall from Pegasus' back.
""You can't."" He was sitting up now, leaning forward.
""I can't.""
""I know. They never let you be famous AND happy."" He lifted an eyebrow. ""I'll tell you a secret.""
""Tell me."" I loved it when he was like this.
""I'm going to be the first."" He took my palm and held it to his. ""Swear it.""
""Why me?""
""Because you're the reason. Swear it.""
""I swear it,"" I said, lost in the high color of his cheeks, the flame in his eyes.
""I swear it,"" he echoed.
We sat like that a moment, hands touching. He grinned.
""I feel like I could eat the world raw.",madeline miller,The Song of Achilles
Cinderella? Snow White? What's that? An illness?,j.k. rowling,Harry Potter and the Deathly Hallows
"I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life.",fitzgerald f. scott,The Great Gatsby
All endings are also beginnings. We just don't know it at the time.,mitch albom,The Five People You Meet in Heaven
"You know, one of the tragedies of real life is that there is no background music.",annie proulx,
"I believe the universe wants to be noticed. I think the universe is inprobably biased toward the consciousness, that it rewards intelligence in part because the universe enjoys its elegance being observed. And who am I, living in the middle of history, to tell the universe that it-or my observation of it-is temporary?",john green,The Fault in Our Stars
"The more I see, the less I know for sure.",john lennon,
"It is a curious thought, but it is only when you see people looking ridiculous that you realize just how much you love them. ",agatha christie,Agatha Christie: An Autobiography
"Treat everyone with politeness and kindness, not because they are nice, but because you are.",roy t. bennett,The Light in the Heart
Books. Cats. Life is Good.,edward gorey,
Everyone has talent. What's rare is the courage to follow it to the dark places where it leads.,erica jong,
An intellectual says a simple thing in a hard way. An artist says a hard thing in a simple way.,charles bukowski,
"There was nowhere to go but everywhere, so just keep on rolling under the stars.",jack kerouac,On the Road: The Original Scroll
"We all have our time machines, don't we. Those that take us back are memories...And those that carry us forward, are dreams.",h.g. wells,
"Laters, baby.",e.l. james,Fifty Shades of Grey
"It was books that made me feel that perhaps I was not completely alone. They could be honest with me, and I with them.",cassandra clare,Clockwork Prince
"Francois Rabelais. He was a poet. And his last words were ""I go to seek a Great Perhaps."" That's why I'm going. So I don't have to wait until I die to start seeking a Great Perhaps.",john green,Looking for Alaska
"Book collecting is an obsession, an occupation, a disease, an addiction, a fascination, an absurdity, a fate. It is not a hobby. Those who do it must do it.",jeanette winterson,
"There are far, far better things ahead than any we leave behind.",c.s. lewis,
You’ve got about as much charm as a dead slug.,suzanne collins,The Hunger Games
"Be grateful for what you already have while you pursue your goals. 
If you aren’t grateful for what you already have, what makes you think you would be happy with more.",roy t. bennett,The Light in the Heart
"My mission in life is not merely to survive, but to thrive; and to do so with some passion, some compassion, some humor, and some style.",maya angelou,
You believe lies so you eventually learn to trust no one but yourself.,marilyn monroe,
"When you stop expecting people to be perfect, you can like them for who they are.",donald miller,A Million Miles in a Thousand Years: What I Learned While Editing My Life
"When the power of love overcomes the love of power, the world will know peace.",jimi hendrix,
"Some birds are not meant to be caged, that's all. Their feathers are too bright, their songs too sweet and wild. So you let them go, or when you open the cage to feed them they somehow fly out past you. And the part of you that knows it was wrong to imprison them in the first place rejoices, but still, the place where you live is that much more drab and empty for their departure.",stephen king,Rita Hayworth and Shawshank Redemption
"How do you feel, Georgie?"" whispered Mrs. Weasley.
George's fingers groped for the side of his head.
""Saintlike,"" he murmured.
""What's wrong with him?"" croaked Fred, looking terrified. ""Is his mind affected?""
""Saintlike,"" repeated George, opening his eyes and looking up at his brother. ""You see...I'm HOLEY, Fred, geddit?",j.k. rowling,Harry Potter and the Deathly Hallows
"A good library will never be too neat, or too dusty, because somebody will always be in it, taking books off the shelves and staying up late reading them.",lemony snicket,Horseradish: Bitter Truths You Can't Avoid
And I like large parties. They’re so intimate. At small parties there isn’t any privacy.,f. scott fitzgerald,The Great Gatsby
"You’re wishin’ too much, baby. You gotta stop wearing your wishbone where your backbone oughtta be.",elizabeth gilbert,"Eat, Pray, Love"
"Albus Severus,"" Harry said quietly, so that nobody but Ginny could hear, and she was tactful enough to pretend to be waving to Rose, who was now on the train, ""you were named for two headmasters of Hogwarts. One of them was a Slytherin and he was probably the bravest man I ever knew.",j.k. rowling,Harry Potter and the Deathly Hallows
Why didn't I learn to treat everything like it was the last time. My greatest regret was how much I believed in the future.,jonathan safran foer,Extremely Loud & Incredibly Close
"The Chinese use two brush strokes to write the word 'crisis.' One brush stroke stands for danger; the other for opportunity. In a crisis, be aware of the danger--but recognize the opportunity.",john f. kennedy,
And so it goes...,kurt vonnegut,Slaughterhouse-Five
I don't believe in the kind of magic in my books. But I do believe something very magical can happen when you read a good book.,j.k. rowling,
"Believe in Your Heart

Believe in your heart that you're meant to live a life full of passion, purpose, magic and miracles.",roy t. bennett,The Light in the Heart
Judge a man by his questions rather than by his answers.,voltaire,
I go to seek a Great Perhaps.,françois rabelais,
"After nourishment, shelter and companionship, stories are the thing we need most in the world.",philip pullman,
How vain it is to sit down to write when you have not stood up to live.,henry david thoreau,
"What Is Love? I have met in the streets a very poor young man who was in love. His hat was old, his coat worn, the water passed through his shoes and the stars through his soul",victor hugo ,Les Misérables
We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further.,richard dawkins,The God Delusion
Learn what is to be taken seriously and laugh at the rest.,herman hesse,
"Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with God and with eternity.",paulo coelho,The Alchemist
"It's just that...I just think that some things are meant to be broken. Imperfect. Chaotic. It's the universe's way of providing contrast, you know? There have to be a few holes in the road. It's how life is.",sarah dessen,The Truth About Forever
"Basically, I have two speeds.... Hostile or smart-aleck. Your choice.",james patterson,Saving the World and Other Extreme Sports
"Don't."" Clary raised a warning hand. ""I'm not really in the mood right now.""
""That's got to be the first time a girl's ever said that to me,"" Jace mused.",cassandra clare,City of Bones
He's a wallflower. You see things. You keep quiet about them. And you understand.,stephen chbosky,The Perks of Being a Wallflower
History will be kind to me for I intend to write it.,winston s. churchill,
"No matter how much suffering you went through, you never wanted to let go of those memories.",haruki murakami,
"If no one in the entire world cared about you, did you really exist at all?",cassandra clare,Clockwork Angel
"Stories never really end...even if the books like to pretend they do. Stories always go on. They don't end on the last page, any more than they begin on the first page.",cornelia funke,Inkspell
"A book, too, can be a star, a living fire to lighten the darkness, leading out into the expanding universe.",madeleine l'engle,
"Life is to be enjoyed, not endured",gordon b. hinckley,
"Well, now
If little by little you stop loving me
I shall stop loving you
Little by little
If suddenly you forget me
Do not look for me
For I shall already have forgotten you

If you think it long and mad the wind of banners that passes through my life
And you decide to leave me at the shore of the heart where I have roots
Remember
That on that day, at that hour, I shall lift my arms
And my roots will set off to seek another land",pablo neruda,Selected Poems
A book must be the axe for the frozen sea within us.,franz kafka,
"Hate the sin, love the sinner.",mahatma gandhi,
To burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves.,federico garcía lorca,Blood Wedding and Yerma
"We have to allow ourselves to be loved by the people who really love us, the people who really matter. Too much of the time, we are blinded by our own pursuits of people to love us, people that don't even matter, while all that time we waste and the people who do love us have to stand on the sidewalk and watch us beg in the streets! It's time to put an end to this. It's time for us to let ourselves be loved.",c. joybell c.,
The one thing that doesn't abide by majority rule is a person's conscience.,harper lee,To Kill a Mockingbird
"You're off to Great Places!
Today is your day!
Your mountain is waiting,
So... get on your way!",dr. seuss,"Oh, the Places You’ll Go!"
Forever is composed of nows.,emily dickinson,
Great spirits have always encountered violent opposition from mediocre minds.,albert einstein,
The heart is an arrow. It demands aim to land true.,leigh bardugo,Six of Crows
"Don't bend; don't water it down; don't try to make it logical; don't edit your own soul according to the fashion. Rather, follow your most intense obsessions mercilessly.",franz kafka,
"I can listen no longer in silence. I must speak to you by such means as are within my reach. You pierce my soul. I am half agony, half hope. Tell me not that I am too late, that such precious feelings are gone for ever. I offer myself to you again with a heart even more your own than when you almost broke it, eight years and a half ago. Dare not say that man forgets sooner than woman, that his love has an earlier death. I have loved none but you. Unjust I may have been, weak and resentful I have been, but never inconstant. You alone have brought me to Bath. For you alone, I think and plan. Have you not seen this? Can you fail to have understood my wishes? I had not waited even these ten days, could I have read your feelings, as I think you must have penetrated mine. I can hardly write. I am every instant hearing something which overpowers me. You sink your voice, but I can distinguish the tones of that voice when they would be lost on others. Too good, too excellent creature! You do us justice, indeed. You do believe that there is true attachment and constancy among men. Believe it to be most fervent, most undeviating, in F. W.

I must go, uncertain of my fate; but I shall return hither, or follow your party, as soon as possible. A word, a look, will be enough to decide whether I enter your father's house this evening or never.",jane austen,Persuasion
"Do you wish me a good morning, or mean that it is a good morning whether I want it or not; or that you feel good this morning; or that it is a morning to be good on?",j.r.r. tolkien,The Hobbit
But in the end one needs more courage to live than to kill himself.,albert camus,
"All the world's a stage, 
And all the men and women merely players; 
They have their exits and their entrances; 
And one man in his time plays many parts, 
His acts being seven ages.",william shakespeare,As You Like It
"The individual has always had to struggle to keep from being overwhelmed by the tribe. If you try it, you will be lonely often, and sometimes frightened. But no price is too high to pay for the privilege of owning yourself.",friedrich nietzsche,
Why are women... so much more interesting to men than men are to women?,virginia woolf,
I dream my painting and I paint my dream.,vincent willem van gogh,
"You are imperfect, permanently and inevitably flawed. And you are beautiful.",amy bloom,
"You can't be happy unless you're unhappy sometimes"".",lauren oliver,Delirium
"Just because you call an electric eel a rubber duck doesn't make it a rubber duck, does it? And God help the poor bastard who decides they want to take a bath with the duckie. (Jace Wayland)",cassandra clare,City of Bones
Sanity and happiness are an impossible combination.,mark twain,
"If you obey all of the rules, you miss all of the fun.",katharine hepburn,
"Now, you two – this year, you behave yourselves. If I get one more owl telling me you've – you've blown up a toilet or –""
""Blown up a toilet? We've never blown up a toilet.""
""Great idea though, thanks, Mum.",j.k. rowling,Harry Potter and the Sorcerer's Stone
The reason it hurts so much to separate is because our souls are connected.,nicholas sparks,
"Ah,” said a voice from the doorway, “having your annual ‘everyone thinks Will is a lunatic’ meeting, are you? 
“It’s biannual,” said Jem. “And no, this is not that meeting.",cassandra clare,Clockwork Prince
"Nobody ever figures out what life is all about, and it doesn't matter. Explore the world. Nearly everything is really interesting if you go into it deeply enough.",richard p. feynman,
"People who claim that they're evil are usually no worse than the rest of us... It's people who claim that they're good, or any way better than the rest of us, that you have to be wary of.",gregory maguire,Wicked: The Life and Times of the Wicked Witch of the West
"Education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.",oscar wilde,
Never close your lips to those whom you have already opened your heart.,charles dickens,
"there are worse things
than being alone
but it often takes
decades to realize this
and most often when you do
it's too late
and there's nothing worse
than too late",charles bukowski,
"Reading is escape, and the opposite of escape; it's a way to make contact with reality after a day of making things up, and it's a way of making contact with someone else's imagination after a day that's all too real.",nora ephron,
"Mom. I have something to tell you. I’m undead. Now, I know you may have some preconceived notions about the undead. I know you may not be comfortable with the idea of me being undead. But I’m here to tell you that undead are just like you and me … well, okay. Possibly more like me than you.",cassandra clare,City of Ashes
"People are more difficult to work with than machines. And when you break a person, he can't be fixed.",rick riordan,The Battle of the Labyrinth
"If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy. ... Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.",bob marley,Bob Marley: Guitar Chord Songbook
"Everything can be taken from a man but one thing: the last of the human freedoms—to choose one’s attitude in any given set of circumstances, to choose one’s own way.",viktor e. frankl,Man’s Search for Meaning
"Follow your heart, listen to your inner voice, stop caring about what others think.",roy t. bennett,The Light in the Heart
"If you're losing your soul and you know it, then you've still got a soul left to lose",charles bukowski,
"Maybe who we are isn't so much about what we do, but rather what we're capable of when we least expect it.",jodi picoult,My Sister's Keeper
"It's not natural for women to fight.""
""It's not natural for someone to be as stupid as he is tall, and yet there you stand.",leigh bardugo,Six of Crows
"Dance, when you're broken open. Dance, if you've torn the bandage off. Dance in the middle of the fighting. Dance in your blood. Dance when you're perfectly free.",rumi,
"If you're lonely when you're alone, you're in bad company.",jean-paul sartre,
"It isn't possible to love and part. You will wish that it was. You can transmute love, ignore it, muddle it, but you can never pull it out of you. I know by experience that the poets are right: love is eternal.",e.m. forster,A Room with a View
"Things we lose have a way of coming back to us in the end, if not always in the way we expect.",jk rowling,Harry Potter and the Order of the Phoenix
Many people lose the small joys in the hope for the big happiness.,pearl s. buck,
"You see, cuckoos are parasites. They lay their eggs in other birds' nests. When the egg hatches, the baby cuckoo pushes the other baby birds out of the nest. The poor parent birds work themselves to death trying to find enough food to feed the enormous cuckoo child who has murdered their babies and taken their places.""
""Enormous?"" said Jace. ""Did you just call me fat?""
""It was an analogy.""
""I am not fat.",cassandra clare,City of Ashes
This is your life and its ending one moment at a time.,chuck palahniuk,Fight Club
He thinks he'll be remembered as the villain in the story. But I forgot to tell him that the villain is usually the person who locks up the maiden and throws away the key. He was the one who let me out.,sarah j. maas,A Court of Mist and Fury
A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.,c.s. lewis,The Problem of Pain
"War must be, while we defend our lives against a destroyer who would devour all; but I do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. I love only that which they defend.",j.r.r. tolkien,The Two Towers
"Finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind.",miguel de cervantes saavedra,Don Quixote
"Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.",leonardo da vinci,
"No amount of regretting can change the past, and no amount of worrying can change the future.",roy t. bennett,The Light in the Heart
"Out of the corner of her eye she thought she saw Jace shoot her a look of white rage - but when she glanced at him, he looked as he always did: easy, confident, slightly bored.
""In future, Clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""
""You invited him into bed?"" Simon demanded, looking shaken.
""Ridiculous, isn't it?"" said Jace. ""We would never have all fit.""
""I didn't invite him into bed,"" Clary snapped. ""We were just kissing.""
""Just kissing?"" Jace's tone mocked her with its false hurt. ""How swiftly you dismiss our love.",cassandra clare,City of Bones
"Holey? You have the the whole world of ear-related humor before you, you go for holey?",j.k. rowling,Harry Potter and the Deathly Hallows
"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer.",f. scott fitzgerald,The Great Gatsby
"Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein.",h. jackson brown jr.,
